Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,geometry
58957021,2023-09-29 09:04:42,10/02/2023 09:29:49 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11106,35-50 35 STREET,35 STREET,,,,,ADDRESS,ASTORIA,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/02/2023 12:00:00 AM,01 QUEENS,4006380046.0,QUEENS,1004767.0,214662.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75585030406449,-73.9259443755768,"(40.75585030406449, -73.9259443755768)",16863.0,39.0,3.0,33.0,72.0,POINT (1004766.9999878164 214662.01441169926)
58960101,2023-09-29 09:04:41,09/29/2023 05:12:27 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,60 EAST   17 STREET,EAST   17 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/29/2023 12:00:00 AM,14 BROOKLYN,3050770021.0,BROOKLYN,994212.0,175957.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.649632377222076,-73.96409964677582,"(40.649632377222076, -73.96409964677582)",13510.0,60.0,2.0,11.0,43.0,POINT (994211.999994103 175957.0143866656)
58957024,2023-09-29 09:04:39,10/02/2023 08:33:30 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11372,76-09 34 AVENUE,34 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/02/2023 12:00:00 AM,03 QUEENS,4012490033.0,QUEENS,1014610.0,213697.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75317330755206,-73.89042068902829,"(40.75317330755206, -73.89042068902829)",14783.0,65.0,3.0,5.0,73.0,POINT (1014609.9999819648 213697.0144110684)
58958451,2023-09-29 09:04:29,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,240 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",09/29/2023 12:00:00 AM,09 BROOKLYN,3012960014.0,BROOKLYN,997386.0,182060.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66637963014084,-73.95264952275203,"(40.66637963014084, -73.95264952275203)",13509.0,17.0,2.0,48.0,44.0,POINT (997385.9999922185 182060.01439064345)
58959965,2023-09-29 09:04:27,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10039,228 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,10 MANHATTAN,1020320055.0,MANHATTAN,1000913.0,239353.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82362854938506,-73.93979403855671,"(40.82362854938506, -73.93979403855671)",13097.0,18.0,4.0,36.0,20.0,POINT (1000912.9999900825 239353.01442741088)
58966213,2023-09-29 09:04:18,10/03/2023 09:41:43 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10016,318 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,10/03/2023 12:00:00 AM,06 MANHATTAN,1009390050.0,MANHATTAN,991208.0,210466.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.744354409924405,-73.97488960042075,"(40.744354409924405, -73.97488960042075)",12078.0,71.0,4.0,50.0,9.0,POINT (991207.9999958696 210466.01440901772)
58963042,2023-09-29 09:04:15,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11104,41-08 42 STREET,42 STREET,,,,,ADDRESS,SUNNYSIDE,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",09/29/2023 12:00:00 AM,02 QUEENS,4001840023.0,QUEENS,1005922.0,211344.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7467404810544,-73.9217861260061,"(40.7467404810544, -73.9217861260061)",16861.0,53.0,3.0,33.0,66.0,POINT (1005921.9999871305 211344.01440957232)
58966250,2023-09-29 09:03:58,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11231,551 HENRY STREET,HENRY STREET,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,06 BROOKLYN,3003440001.0,BROOKLYN,984253.0,188075.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68289919647403,-73.9999891834185,"(40.68289919647403, -73.9999891834185)",13514.0,14.0,2.0,27.0,48.0,POINT (984252.9999999993 188075.0143945658)
58961566,2023-09-29 09:03:57,10/04/2023 09:45:43 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11203,637 HAWTHORNE STREET,HAWTHORNE STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/04/2023 12:00:00 AM,09 BROOKLYN,3048180069.0,BROOKLYN,1001144.0,179216.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65856710744187,-73.93911043657886,"(40.65856710744187, -73.93911043657886)",16866.0,17.0,2.0,17.0,44.0,POINT (1001143.9999899991 179216.01438878258)
58964677,2023-09-29 09:03:54,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10453,124 EAST  176 STREET,EAST  176 STREET,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,05 BRONX,2028260027.0,BRONX,1009410.0,248279.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84810770841058,-73.90905961756198,"(40.84810770841058, -73.90905961756198)",10931.0,6.0,5.0,29.0,29.0,POINT (1009409.9999850139 248279.01443301523)
58956933,2023-09-29 09:03:51,09/30/2023 07:38:02 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11217,213 BUTLER STREET,BUTLER STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/30/2023 12:00:00 AM,06 BROOKLYN,3004050058.0,BROOKLYN,987793.0,187842.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68225895544402,-73.98722573985148,"(40.68225895544402, -73.98722573985148)",17619.0,14.0,2.0,38.0,48.0,POINT (987792.9999979011 187842.01439441272)
58962983,2023-09-29 09:03:51,10/03/2023 11:09:54 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10002,38 MONROE STREET,MONROE STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,03 MANHATTAN,1002530001.0,MANHATTAN,985729.0,198513.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.711548953666615,-73.99466513330374,"(40.711548953666615, -73.99466513330374)",11723.0,70.0,4.0,32.0,2.0,POINT (985728.9999991239 198513.0144013308)
58959970,2023-09-29 09:03:50,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11216,52 HERKIMER PLACE,HERKIMER PLACE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,03 BROOKLYN,3018660021.0,BROOKLYN,997989.0,186656.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67899370172507,-73.95046656062023,"(40.67899370172507, -73.95046656062023)",17618.0,69.0,2.0,49.0,51.0,POINT (997988.9999918593 186656.01439364528)
58966182,2023-09-29 09:03:50,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11106,34-08 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",09/29/2023 12:00:00 AM,01 QUEENS,4005850029.0,QUEENS,1004108.0,216076.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.759732876218,-73.92831884289446,"(40.759732876218, -73.92831884289446)",16863.0,39.0,3.0,33.0,72.0,POINT (1004107.9999882078 216076.0144126025)
58959971,2023-09-29 09:03:47,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11211,213 NORTH    5 STREET,NORTH    5 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",09/29/2023 12:00:00 AM,01 BROOKLYN,3023370031.0,BROOKLYN,996255.0,199904.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71535889559283,-73.9566945651317,"(40.71535889559283, -73.9566945651317)",17613.0,36.0,2.0,38.0,57.0,POINT (996254.9999928764 199904.01440222692)
58959192,2023-09-29 09:02:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11224,3025 WEST   32 STREET,WEST   32 STREET,SEA PL,BOARDWALK W,,,ADDRESS,BROOKLYN,,,Open,,,,13 BROOKLYN,3070670001.0,BROOKLYN,984828.0,147695.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57206458783264,-73.9979194632596,"(40.57206458783264, -73.9979194632596)",18184.0,21.0,2.0,45.0,35.0,POINT (984827.9999996587 147695.01436805187)
58959191,2023-09-29 09:02:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11219,4711 13 AVENUE,13 AVENUE,47 ST,48 ST,,,ADDRESS,BROOKLYN,,,Open,,,,12 BROOKLYN,3056290006.0,BROOKLYN,986727.0,170995.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63601801041235,-73.99107538340456,"(40.63601801041235, -73.99107538340456)",17621.0,2.0,2.0,18.0,39.0,POINT (986726.9999985334 170995.01438341566)
58965383,2023-09-29 09:02:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11208,222 AMBER STREET,AMBER STREET,DUMONT AVE,LINDEN BLVD,,,ADDRESS,BROOKLYN,,,Open,,,,05 BROOKLYN,3044730016.0,BROOKLYN,1023511.0,183823.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67114136004482,-73.85846829108532,"(40.67114136004482, -73.85846829108532)",17215.0,45.0,2.0,25.0,47.0,POINT (1023510.9999767485 183823.0143917611)
58955883,2023-09-29 09:02:00,09/29/2023 09:10:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11361,38-02 CLEARVIEW EXPRESSWAY SR WEST,CLEARVIEW EXPRESSWAY SR WEST,38 AVE,39 AVE,,,ADDRESS,BAYSIDE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/29/2023 09:10:00 PM,11 QUEENS,4062010025.0,QUEENS,1045124.0,217685.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76396189194824,-73.78024977780292,"(40.76396189194824, -73.78024977780292)",14196.0,26.0,3.0,20.0,69.0,POINT (1045123.99996384 217685.0144135533)
58956094,2023-09-29 09:02:00,09/29/2023 03:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11211,220 NORTH   10 STREET,NORTH   10 STREET,DRIGGS AVE,ROEBLING ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,09/29/2023 03:05:00 PM,01 BROOKLYN,3023060015.0,BROOKLYN,997038.0,200937.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71819313547075,-73.95386810047107,"(40.71819313547075, -73.95386810047107)",17613.0,36.0,2.0,38.0,57.0,POINT (997037.999992414 200937.01440289046)
58957453,2023-09-29 09:02:00,09/29/2023 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11205,202 GRAND AVENUE,GRAND AVENUE,WILLOUGHBY AVE,DE KALB AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,09/29/2023 10:30:00 AM,02 BROOKLYN,3019200001.0,BROOKLYN,994355.0,191071.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69111676114725,-73.96356165665158,"(40.69111676114725, -73.96356165665158)",17212.0,68.0,2.0,48.0,55.0,POINT (994354.9999940123 191071.01439650485)
58958926,2023-09-29 09:02:00,09/29/2023 10:10:00 AM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11214,8756 25 AVENUE,25 AVENUE,BENSON AVE,BATH AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,09/29/2023 10:10:00 AM,11 BROOKLYN,3068780079.0,BROOKLYN,986911.0,155993.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59484057165574,-73.99041834486707,"(40.59484057165574, -73.99041834486707)",17616.0,1.0,2.0,45.0,37.0,POINT (986910.9999984306 155993.01437354868)
58959009,2023-09-29 09:02:00,09/29/2023 12:40:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,326 19 STREET,19 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 12:40:00 PM,07 BROOKLYN,3008860021.0,BROOKLYN,987293.0,179922.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.660520515346555,-73.98903206151046,"(40.660520515346555, -73.98903206151046)",17617.0,9.0,2.0,7.0,45.0,POINT (987292.9999981998 179922.01438925954)
58959111,2023-09-29 09:02:00,09/29/2023 06:50:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11217,272 WYCKOFF STREET,WYCKOFF STREET,NEVINS ST,3 AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 06:50:00 PM,06 BROOKLYN,3003940001.0,BROOKLYN,988665.0,188265.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6834196020996,-73.9840814732478,"(40.6834196020996, -73.9840814732478)",17619.0,14.0,2.0,38.0,50.0,POINT (988664.9999973875 188265.014394689)
58959136,2023-09-29 09:02:00,09/29/2023 07:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10473,1918 LACOMBE AVENUE,LACOMBE AVENUE,BOLTON AVE,WHITE PLAINS RD,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 07:30:00 PM,09 BRONX,2035000049.0,BRONX,1023852.0,236467.0,PHONE,Unspecified,BRONX,,,,,,,,40.81563424371084,-73.85692906736413,"(40.81563424371084, -73.85692906736413)",11611.0,58.0,5.0,31.0,26.0,POINT (1023851.9999764323 236467.0144255412)
58959190,2023-09-29 09:02:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,75 BAY   40 STREET,BAY   40 STREET,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,,Open,,,,11 BROOKLYN,3068680011.0,BROOKLYN,987581.0,156405.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59597120218794,-73.98800562430964,"(40.59597120218794, -73.98800562430964)",17616.0,1.0,2.0,45.0,37.0,POINT (987580.9999980244 156405.01437383427)
58960629,2023-09-29 09:02:00,09/29/2023 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,7801 20 AVENUE,20 AVENUE,78 ST,79 ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 02:05:00 PM,11 BROOKLYN,3062630011.0,BROOKLYN,986017.0,161164.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.609034139433405,-73.99363608259446,"(40.609034139433405, -73.99363608259446)",17616.0,1.0,2.0,45.0,37.0,POINT (986016.9999989568 161164.01437696064)
58961993,2023-09-29 09:02:00,09/29/2023 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11238,,,,,CLIFTON PLACE,GRAND AVENUE,INTERSECTION,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,09/29/2023 10:30:00 AM,02 BROOKLYN,,BROOKLYN,994596.0,189870.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.687820014242725,-73.96269446196268,"(40.687820014242725, -73.96269446196268)",13829.0,68.0,2.0,48.0,55.0,POINT (994595.9999938708 189870.01439573194)
58963744,2023-09-29 09:02:00,09/29/2023 12:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11354,137-08 31 ROAD,31 ROAD,137 ST,138 ST,,,ADDRESS,FLUSHING,,,Closed,,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,09/29/2023 12:45:00 PM,07 QUEENS,4044107503.0,QUEENS,1030984.0,219751.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76971857042697,-73.83127952518231,"(40.76971857042697, -73.83127952518231)",13832.0,22.0,3.0,3.0,67.0,POINT (1030983.9999722304 219751.0144149129)
58963745,2023-09-29 09:02:00,09/30/2023 11:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,316 NEAL DOW AVENUE,NEAL DOW AVENUE,WATERS AVE,WATCHOGUE RD,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/30/2023 11:40:00 AM,01 STATEN ISLAND,5004460049.0,STATEN ISLAND,946451.0,163759.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.616076428207315,-74.13614894644385,"(40.616076428207315, -74.13614894644385)",10700.0,4.0,1.0,14.0,75.0,POINT (946451.0000223494 163759.01437863262)
58965289,2023-09-29 09:02:00,09/29/2023 02:20:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11204,6629 BAY PARKWAY,BAY PARKWAY,SEA BEACH LINE,67 ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 02:20:00 PM,11 BROOKLYN,3065770001.0,BROOKLYN,989113.0,162550.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61283726615373,-73.98248472346171,"(40.61283726615373, -73.98248472346171)",16867.0,1.0,2.0,18.0,37.0,POINT (989112.9999971241 162550.01437787196)
58965290,2023-09-29 09:02:00,09/29/2023 09:02:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,2071 EAST   61 STREET,EAST   61 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 08:45:00 AM,18 BROOKLYN,3084040007.0,BROOKLYN,1007766.0,163529.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61549454685925,-73.91529802572629,"(40.61549454685925, -73.91529802572629)",13825.0,5.0,2.0,8.0,38.0,POINT (1007765.9999860973 163529.01437849642)
58961516,2023-09-29 09:00:54,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10039,211 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,10 MANHATTAN,1020320019.0,MANHATTAN,1000981.0,239024.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.822725409289035,-73.93954916459944,"(40.822725409289035, -73.93954916459944)",13097.0,18.0,4.0,36.0,20.0,POINT (1000980.9999900407 239024.01442719132)
58961487,2023-09-29 09:00:46,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11238,367 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,03 BROOKLYN,3019710002.0,BROOKLYN,996238.0,189461.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68669533144681,-73.95677447790746,"(40.68669533144681, -73.95677447790746)",17618.0,69.0,2.0,49.0,51.0,POINT (996237.9999928953 189461.0143954632)
58960088,2023-09-29 09:00:45,10/02/2023 08:33:51 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11377,50-11 45 STREET,45 STREET,,,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/02/2023 12:00:00 AM,02 QUEENS,4022950039.0,QUEENS,1006184.0,207827.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.7370865503388,-73.92085204153338,"(40.7370865503388, -73.92085204153338)",14787.0,53.0,3.0,33.0,66.0,POINT (1006183.9999869837 207827.014407318)
58962969,2023-09-29 09:00:43,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11216,869 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",09/29/2023 12:00:00 AM,08 BROOKLYN,3012480058.0,BROOKLYN,998313.0,183959.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67159053659896,-73.94930406581675,"(40.67159053659896, -73.94930406581675)",17618.0,16.0,2.0,48.0,49.0,POINT (998312.9999916706 183959.014391887)
58967707,2023-09-29 09:00:40,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11214,125 BAY   29 STREET,BAY   29 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",09/29/2023 12:00:00 AM,11 BROOKLYN,3064140021.0,BROOKLYN,985025.0,157825.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59986940732007,-73.9972091912797,"(40.59986940732007, -73.9972091912797)",17616.0,1.0,2.0,45.0,37.0,POINT (985024.9999995391 157825.014374762)
58957029,2023-09-29 09:00:36,10/02/2023 07:53:31 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11215,270 15 STREET,15 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/02/2023 12:00:00 AM,07 BROOKLYN,3010480032.0,BROOKLYN,987676.0,181464.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.664752824463754,-73.9876508243539,"(40.664752824463754, -73.9876508243539)",17617.0,9.0,2.0,27.0,45.0,POINT (987675.999997972 181464.01439027305)
58960722,2023-09-29 09:00:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,2701 HARWAY AVENUE,HARWAY AVENUE,27 AVE,BAY 46 ST,,,ADDRESS,BROOKLYN,,,Open,,,,13 BROOKLYN,3069000010.0,BROOKLYN,987570.0,154244.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59003969522419,-73.98804629534185,"(40.59003969522419, -73.98804629534185)",17616.0,21.0,2.0,45.0,35.0,POINT (987569.9999980371 154244.01437239212)
58959193,2023-09-29 09:00:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11234,2079 EAST   67 STREET,EAST   67 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,,Open,,,,18 BROOKLYN,3084090110.0,BROOKLYN,1009019.0,164539.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61826337191881,-73.91078115912978,"(40.61826337191881, -73.91078115912978)",13825.0,5.0,2.0,8.0,38.0,POINT (1009018.9999853533 164539.01437916217)
58960630,2023-09-29 09:00:00,09/29/2023 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,251 19 STREET,19 STREET,5 AVE,6 AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 10:30:00 AM,07 BROOKLYN,3008797504.0,BROOKLYN,986566.0,180503.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6621154521306,-73.99165220083177,"(40.6621154521306, -73.99165220083177)",17617.0,9.0,2.0,7.0,45.0,POINT (986565.9999986291 180503.01438964307)
